,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
0,5.036752674860501,-0.15248142793288152,2.4854455099724317,-0.06639688218017215,-1.4694589002067293,0.04010192308254275,0.1490896149930394,-0.15340205582271124,-0.527247469155766,-2.2198426815120014,-0.14609645466683893,0.6823075706012699,1.0813220960345218,0.3667525677946715,0.07130546665867997,1.5253214741190877,-0.49590608907307004
1,-2.9279826078989117,-0.007680370864723993,-1.8154456593303894,-1.4938041385404563,-0.7171363526321971,-1.7799102619773042,0.04263622566340897,0.011472754950808347,0.02741578010043015,-0.8051040564382842,-0.1633039042376633,0.42390293771937493,0.33954956156080374,-0.19183037431771977,0.09366103595398344,0.14629579630388376,0.08609809546785847
2,2.514897212088744,-0.7284678828093786,-0.4457358862642797,-0.011280376732279373,-0.04699401825679998,0.7332724824367133,0.0037298530275035836,1.18702222173763,-1.433140300975807,0.8791029271869506,0.3996341266748364,-0.3292912253413507,0.914548846320717,-1.0923690056353108,0.020986971727151187,-0.16255735222680043,-0.6974855309652083
3,-2.719585357717193,-1.5425232758239602,-0.8771035791636618,1.1515281465982892,0.26650511896840956,-1.2008156247619215,-0.2281728649880675,0.5206549493112563,-0.700461860344109,1.360571050373706,0.26613630146677425,0.29337532319914256,0.5431622062585957,-0.1123726149280656,-0.03290465385371198,-0.05903461620343045,-0.24096966543610626
4,-0.7182881692491717,0.2061307719321784,-0.16884745651737568,1.6710124233200974,-0.459760722856152,0.22223872889497814,-0.5268919742102863,-1.160447806470054,1.105327550294262,1.193174534822915,0.48027108813549746,0.6596771601184268,0.9788609513205552,0.10580940704496757,-0.24051634942827657,-0.22154290724538575,-0.012272970154774802
5,0.4014689485129493,1.4589696133835623,-0.5769560026758515,-0.3932326083847298,0.9186632613421031,0.6045160222365318,-0.2771412433679109,1.2236826989825187,0.0960562877003218,0.8510509121872716,0.6691395985975,-1.0183472729667906,0.13933546047994352,0.08660140237991029,-0.2378758944328927,0.09643112991568452,0.526772659274003
6,0.5890856005411146,1.0496041864441665,1.147632464973919,-0.8810644937718178,-1.6502280316304427,-0.4004522068677085,-0.347268811790121,0.9944191429703509,-0.21189986944298372,-0.07546974576847071,0.8184250142549969,-0.8572452255459054,0.11741362822378229,0.7553801280747862,-0.3862802104854181,0.3554549149962052,0.16004358220412335
7,-2.4663031859469546,-0.9804625633891371,0.7697955699731359,1.277203666990545,0.6571323860967077,0.10529103468121401,-0.38928455121503674,0.5160078893146012,0.10005494876524033,0.8584297283525069,0.04950166835858023,-0.1373316357398713,0.18033678420445068,-0.4695708748924485,0.04144073733395382,0.3882259525118782,0.18693862492063912
8,-2.836100383531556,-1.2939807339865592,0.8268028554592243,0.7752283281065675,1.502054100903469,-0.11793964908311731,0.017586157421555084,0.582969946767786,-0.2644999847771218,-0.3273947676954903,-0.5241188419076314,-0.39897505798142247,0.5202692359265542,-0.2082251836111436,0.14239757446587856,0.39325920025656924,0.047031378485189235
9,-5.112617064724945,0.5357041709740499,1.0873155662187906,-0.06214021423710273,1.0719735324076487,0.5171048965895007,0.30029094843075244,-0.8162060440059616,-0.7435395052935239,-1.3705845798556127,-2.402439789470242,-0.07997764312245315,2.389939942906732,0.1822905401596575,-1.06840430912397,1.5114842186347723,-0.622531907022705
